date,store_name,rep_name,transaction_id,daily_traffic,plan_type,plan_revenue,magenta_migration,voice_lines,tablet_lines,home_internet,hsi_revenue,device_price,hour,is_weekend,age_band,accessory_attach,accessory_revenue,insurance_attach,insurance_revenue,monthly_store_goal
2025-11-01,Store B,Marcus,T_00056,115,Magenta,75,1,1,1,1,50.0,99.0,11,1,18-25,1,90.71,0,0.0,430
2025-11-01,Store B,Tina,T_00057,115,Magenta MAX,90,1,1,0,0,0.0,699.0,14,1,60+,1,37.27,0,0.0,430
2025-11-01,Store B,Tina,T_00058,115,Metro $40,40,0,1,0,0,0.0,199.0,17,1,18-25,0,0.0,1,18.0,430
2025-11-01,Store B,Tina,T_00059,115,Metro Unlimited,60,0,1,0,1,50.0,999.0,20,1,26-40,1,83.93,0,0.0,430
2025-11-01,Store B,Tina,T_00060,115,Magenta MAX,90,1,1,0,0,0.0,199.0,15,1,26-40,1,94.01,0,0.0,430
2025-11-01,Store B,Tina,T_00061,115,Magenta,75,1,1,0,0,0.0,199.0,12,1,41-60,0,0.0,0,0.0,430
2025-11-01,Store B,Marcus,T_00062,115,Metro Unlimited,60,0,1,0,0,0.0,699.0,11,1,26-40,1,37.24,1,18.0,430
2025-11-01,Store B,Tina,T_00063,115,Metro Unlimited,60,0,1,0,0,0.0,499.0,17,1,41-60,0,0.0,0,0.0,430
2025-11-01,Store B,Tina,T_00064,115,Metro $40,40,0,2,0,1,50.0,699.0,11,1,18-25,1,68.77,1,18.0,430
2025-11-01,Store B,Marcus,T_00065,115,Metro $40,40,0,1,0,0,0.0,299.0,18,1,18-25,1,39.91,0,0.0,430
2025-11-01,Store B,Tina,T_00066,115,Metro $40,40,0,1,0,0,0.0,99.0,12,1,18-25,1,83.73,0,0.0,430
2025-11-01,Store B,Marcus,T_00067,115,Magenta,75,1,2,0,0,0.0,299.0,17,1,18-25,0,0.0,1,18.0,430
2025-11-01,Store B,Marcus,T_00068,115,Metro Unlimited,60,0,1,1,0,0.0,99.0,16,1,26-40,1,56.11,1,18.0,430
2025-11-01,Store B,Tina,T_00069,115,Metro $40,40,0,1,0,0,0.0,199.0,12,1,26-40,0,0.0,0,0.0,430
2025-11-01,Store B,Marcus,T_00070,115,Metro Unlimited,60,0,2,0,0,0.0,99.0,14,1,26-40,1,118.72,0,0.0,430
2025-11-01,Store B,Tina,T_00071,115,Metro $40,40,0,2,0,1,50.0,999.0,16,1,26-40,1,30.29,0,0.0,430
2025-11-01,Store B,Tina,T_00072,115,Metro Unlimited,60,0,1,0,0,0.0,499.0,17,1,18-25,0,0.0,0,0.0,430
2025-11-01,Store B,Tina,T_00073,115,Metro Unlimited,60,0,1,0,0,0.0,999.0,18,1,41-60,0,0.0,1,18.0,430
2025-11-01,Store B,Marcus,T_00074,115,Metro $40,40,0,1,0,0,0.0,99.0,13,1,18-25,1,80.22,1,18.0,430
2025-11-01,Store C,Priya,T_00075,69,Metro Unlimited,60,0,2,1,0,0.0,199.0,17,1,18-25,1,101.94,1,18.0,230
2025-11-01,Store C,Priya,T_00076,69,Metro Unlimited,60,0,1,0,0,0.0,299.0,17,1,26-40,0,0.0,0,0.0,230
2025-11-01,Store C,Priya,T_00077,69,Metro Unlimited,60,0,1,0,0,0.0,299.0,18,1,18-25,0,0.0,1,18.0,230
2025-11-01,Store C,Priya,T_00078,69,Magenta,75,1,1,0,0,0.0,699.0,12,1,18-25,1,59.09,0,0.0,230
2025-11-01,Store C,Priya,T_00079,69,Metro $40,40,0,1,0,0,0.0,999.0,12,1,26-40,1,58.76,1,18.0,230
2025-11-01,Store C,Priya,T_00080,69,Metro Unlimited,60,0,2,0,0,0.0,299.0,16,1,18-25,1,38.23,0,0.0,230
2025-11-01,Store C,Priya,T_00081,69,Metro Unlimited,60,0,1,0,0,0.0,299.0,13,1,60+,0,0.0,1,18.0,230
2025-11-01,Store C,Priya,T_00082,69,Metro $40,40,0,1,1,0,0.0,699.0,20,1,41-60,1,68.42,0,0.0,230
2025-11-01,Store C,Priya,T_00083,69,Metro Unlimited,60,0,1,0,0,0.0,699.0,13,1,41-60,0,0.0,0,0.0,230
2025-11-01,Store C,Priya,T_00084,69,Metro $40,40,0,1,0,0,0.0,299.0,19,1,26-40,1,83.42,0,0.0,230
2025-11-01,Store C,Priya,T_00085,69,Metro $40,40,0,2,0,0,0.0,99.0,17,1,41-60,0,0.0,0,0.0,230
2025-11-01,Store C,Priya,T_00086,69,Metro Unlimited,60,0,2,1,0,0.0,499.0,19,1,18-25,0,0.0,0,0.0,230
2025-11-01,Store C,Priya,T_00087,69,Metro $40,40,0,2,0,0,0.0,199.0,13,1,18-25,1,81.17,0,0.0,230
2025-11-01,Store C,Priya,T_00088,69,Metro $40,40,0,1,0,0,0.0,499.0,18,1,18-25,1,112.39,1,18.0,230
2025-11-01,Store C,Priya,T_00089,69,Metro $40,40,0,1,0,0,0.0,99.0,20,1,18-25,0,0.0,1,18.0,230
2025-11-01,Store C,Priya,T_00090,69,Metro $40,40,0,1,1,0,0.0,699.0,20,1,26-40,1,116.3,1,18.0,230
2025-11-01,Store C,Priya,T_00091,69,Metro Unlimited,60,0,2,0,1,50.0,699.0,17,1,26-40,0,0.0,1,18.0,230
2025-11-01,Store C,Priya,T_00092,69,Magenta,75,1,2,0,0,0.0,699.0,10,1,18-25,1,98.68,0,0.0,230
2025-11-01,Store C,Priya,T_00093,69,Metro Unlimited,60,0,1,1,0,0.0,199.0,15,1,41-60,1,96.56,1,18.0,230
2025-11-01,Store C,Priya,T_00094,69,Magenta,75,1,1,0,0,0.0,99.0,16,1,60+,0,0.0,0,0.0,230
2025-11-01,Store C,Priya,T_00095,69,Metro $40,40,0,2,0,0,0.0,699.0,17,1,18-25,1,47.63,1,18.0,230
2025-11-01,Store C,Priya,T_00096,69,Metro $40,40,0,1,0,0,0.0,999.0,20,1,60+,1,55.78,1,18.0,230
2025-11-01,Store D,Devon,T_00097,58,Magenta,75,1,1,0,0,0.0,699.0,12,1,26-40,0,0.0,1,18.0,175
2025-11-01,Store D,Devon,T_00098,58,Metro $40,40,0,1,0,0,0.0,499.0,13,1,26-40,1,52.97,0,0.0,175
2025-11-01,Store D,Devon,T_00099,58,Magenta,75,1,2,0,0,0.0,199.0,17,1,60+,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00100,58,Magenta,75,1,1,0,0,0.0,99.0,16,1,18-25,1,110.55,0,0.0,175
2025-11-01,Store D,Devon,T_00101,58,Metro Unlimited,60,0,1,0,0,0.0,699.0,19,1,26-40,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00102,58,Metro $40,40,0,2,0,0,0.0,699.0,20,1,60+,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00103,58,Metro $40,40,0,1,0,1,50.0,199.0,14,1,26-40,1,95.11,1,18.0,175
2025-11-01,Store D,Devon,T_00104,58,Metro Unlimited,60,0,1,0,0,0.0,699.0,20,1,18-25,1,78.81,0,0.0,175
2025-11-01,Store D,Devon,T_00105,58,Metro Unlimited,60,0,1,1,0,0.0,699.0,17,1,18-25,1,29.89,0,0.0,175
2025-11-01,Store D,Devon,T_00106,58,Metro Unlimited,60,0,1,1,0,0.0,199.0,11,1,18-25,1,90.4,0,0.0,175
2025-11-01,Store D,Devon,T_00107,58,Metro $40,40,0,1,0,0,0.0,699.0,12,1,18-25,1,112.14,1,18.0,175
2025-11-01,Store D,Devon,T_00108,58,Magenta MAX,90,1,1,0,0,0.0,499.0,17,1,41-60,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00109,58,Magenta MAX,90,1,1,0,1,50.0,499.0,20,1,60+,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00110,58,Metro $40,40,0,1,0,0,0.0,199.0,16,1,18-25,0,0.0,0,0.0,175
2025-11-01,Store D,Devon,T_00111,58,Magenta MAX,90,1,1,0,0,0.0,999.0,13,1,41-60,1,81.65,1,18.0,175
2025-11-01,Store D,Devon,T_00112,58,Metro $40,40,0,2,0,1,50.0,699.0,20,1,26-40,1,76.25,0,0.0,175
2025-11-01,Store D,Devon,T_00113,58,Metro $40,40,0,1,0,0,0.0,699.0,19,1,41-60,0,0.0,1,18.0,175
2025-11-01,Store D,Devon,T_00114,58,Metro $40,40,0,1,0,0,0.0,299.0,20,1,60+,0,0.0,0,0.0,175
2025-11-01,Store E,Sofia,T_00115,85,Magenta,75,1,1,0,0,0.0,199.0,18,1,26-40,1,69.39,1,18.0,290
2025-11-01,Store E,Sofia,T_00116,85,Magenta,75,1,1,0,1,50.0,699.0,18,1,18-25,1,62.2,1,18.0,290
2025-11-01,Store E,Sofia,T_00117,85,Magenta MAX,90,1,1,0,0,0.0,699.0,20,1,26-40,1,110.85,0,0.0,290
2025-11-01,Store E,Sofia,T_00118,85,Magenta,75,1,2,0,0,0.0,499.0,15,1,26-40,1,45.95,1,18.0,290
2025-11-01,Store E,Sofia,T_00119,85,Magenta,75,1,1,0,0,0.0,699.0,15,1,60+,0,0.0,1,18.0,290
2025-11-01,Store E,Sofia,T_00120,85,Metro $40,40,0,1,0,0,0.0,999.0,10,1,18-25,1,76.01,0,0.0,290
2025-11-01,Store E,Sofia,T_00121,85,Metro Unlimited,60,0,2,1,0,0.0,99.0,17,1,18-25,0,0.0,0,0.0,290
2025-11-01,Store E,Sofia,T_00122,85,Magenta,75,1,1,0,0,0.0,699.0,20,1,18-25,1,93.72,0,0.0,290
2025-11-01,Store E,Sofia,T_00123,85,Metro $40,40,0,2,1,0,0.0,699.0,14,1,60+,0,0.0,0,0.0,290
2025-11-01,Store E,Sofia,T_00124,85,Metro Unlimited,60,0,1,0,0,0.0,299.0,10,1,41-60,0,0.0,0,0.0,290
2025-11-01,Store E,Sofia,T_00125,85,Metro Unlimited,60,0,1,0,0,0.0,99.0,14,1,41-60,1,108.68,0,0.0,290
2025-11-01,Store E,Sofia,T_00126,85,Metro $40,40,0,1,0,1,50.0,199.0,20,1,18-25,1,96.88,1,18.0,290
2025-11-01,Store E,Sofia,T_00127,85,Metro $40,40,0,2,1,0,0.0,299.0,10,1,26-40,1,102.77,1,18.0,290
2025-11-01,Store E,Sofia,T_00128,85,Metro $40,40,0,2,0,0,0.0,99.0,11,1,26-40,1,114.04,0,0.0,290
2025-11-01,Store E,Sofia,T_00129,85,Metro $40,40,0,1,0,1,50.0,99.0,15,1,41-60,1,105.98,0,0.0,290
2025-11-01,Store E,Sofia,T_00130,85,Metro Unlimited,60,0,1,0,1,50.0,299.0,12,1,26-40,0,0.0,0,0.0,290
2025-11-01,Store E,Sofia,T_00131,85,Magenta,75,1,2,0,0,0.0,199.0,11,1,18-25,1,40.54,0,0.0,290
2025-11-01,Store E,Sofia,T_00132,85,Metro Unlimited,60,0,2,0,0,0.0,199.0,13,1,41-60,1,66.07,0,0.0,290
2025-11-01,Store E,Sofia,T_00133,85,Metro Unlimited,60,0,1,0,0,0.0,999.0,12,1,18-25,1,46.85,1,18.0,290
2025-11-01,Store E,Sofia,T_00134,85,Metro $40,40,0,1,0,0,0.0,499.0,11,1,41-60,1,107.52,0,0.0,290
2025-11-01,Store E,Sofia,T_00135,85,Magenta,75,1,1,1,1,50.0,499.0,16,1,26-40,0,0.0,0,0.0,290
2025-11-01,Store E,Sofia,T_00136,85,Magenta,75,1,1,0,0,0.0,999.0,16,1,18-25,1,71.7,1,18.0,290
2025-11-01,Store E,Sofia,T_00137,85,Metro Unlimited,60,0,2,1,0,0.0,299.0,10,1,18-25,1,82.0,1,18.0,290
2025-11-01,Store E,Sofia,T_00138,85,Metro Unlimited,60,0,1,0,1,50.0,999.0,18,1,18-25,1,118.73,1,18.0,290
2025-11-01,Store E,Sofia,T_00139,85,Metro Unlimited,60,0,1,1,0,0.0,499.0,10,1,26-40,1,33.35,1,18.0,290
2025-11-01,Store E,Sofia,T_00140,85,Metro $40,40,0,2,0,0,0.0,999.0,16,1,18-25,1,44.01,1,18.0,290
2025-11-01,Store E,Sofia,T_00141,85,Metro $40,40,0,1,0,1,50.0,299.0,20,1,18-25,1,92.36,0,0.0,290
2025-11-01,Store E,Sofia,T_00142,85,Metro Unlimited,60,0,1,0,0,0.0,999.0,20,1,26-40,1,99.46,1,18.0,290
2025-11-01,Store E,Sofia,T_00143,85,Metro $40,40,0,2,0,0,0.0,999.0,20,1,41-60,1,83.5,1,18.0,290
2025-11-01,Store E,Sofia,T_00144,85,Metro Unlimited,60,0,1,1,0,0.0,699.0,16,1,26-40,1,87.06,1,18.0,290
2025-11-01,Store E,Sofia,T_00145,85,Metro Unlimited,60,0,1,0,0,0.0,499.0,19,1,26-40,1,104.84,1,18.0,290
2025-11-01,Store F,Andre,T_00146,59,Metro Unlimited,60,0,1,0,0,0.0,699.0,13,1,41-60,0,0.0,0,0.0,150
2025-11-01,Store F,Andre,T_00147,59,Metro Unlimited,60,0,2,0,0,0.0,199.0,13,1,41-60,1,81.27,0,0.0,150
2025-11-01,Store F,Andre,T_00148,59,Metro $40,40,0,1,0,0,0.0,699.0,10,1,18-25,1,47.57,0,0.0,150
2025-11-01,Store F,Andre,T_00149,59,Metro $40,40,0,1,0,0,0.0,699.0,18,1,18-25,1,59.13,0,0.0,150
2025-11-01,Store F,Andre,T_00150,59,Metro $40,40,0,1,1,0,0.0,99.0,11,1,41-60,0,0.0,0,0.0,150
2025-11-01,Store F,Andre,T_00151,59,Metro $40,40,0,1,0,0,0.0,199.0,12,1,26-40,0,0.0,1,18.0,150
2025-11-01,Store F,Andre,T_00152,59,Metro Unlimited,60,0,1,0,0,0.0,499.0,10,1,18-25,1,58.89,0,0.0,150
2025-11-01,Store F,Andre,T_00153,59,Magenta,75,1,1,1,0,0.0,499.0,15,1,18-25,1,75.46,0,0.0,150
2025-11-01,Store F,Andre,T_00154,59,Metro $40,40,0,2,0,0,0.0,999.0,14,1,60+,1,39.09,0,0.0,150
2025-11-01,Store F,Andre,T_00155,59,Magenta MAX,90,1,2,0,0,0.0,199.0,18,1,26-40,0,0.0,0,0.0,150
2025-11-01,Store F,Andre,T_00156,59,Metro Unlimited,60,0,2,0,0,0.0,999.0,13,1,41-60,0,0.0,1,18.0,150
2025-11-01,Store F,Andre,T_00157,59,Metro Unlimited,60,0,1,0,0,0.0,699.0,15,1,18-25,1,26.66,1,18.0,150
2025-11-01,Store F,Andre,T_00158,59,Magenta,75,1,1,0,0,0.0,99.0,20,1,60+,1,87.59,0,0.0,150
2025-11-01,Store F,Andre,T_00159,59,Metro Unlimited,60,0,2,1,0,0.0,499.0,11,1,60+,0,0.0,0,0.0,150
2025-11-01,Store F,Andre,T_00160,59,Magenta,75,1,1,0,0,0.0,99.0,20,1,41-60,0,0.0,0,0.0,150
2025-11-01,Store F,Andre,T_00161,59,Magenta,75,1,1,0,0,0.0,299.0,20,1,26-40,1,84.87,0,0.0,150
2025-11-01,Store F,Andre,T_00162,59,Metro Unlimited,60,0,1,0,0,0.0,699.0,18,1,26-40,1,80.77,1,18.0,150
2025-11-02,Store A,Carlos,T_00163,101,Metro Unlimited,60,0,1,0,1,50.0,199.0,17,1,26-40,1,61.12,0,0.0,340
2025-11-02,Store A,Jasmine,T_00164,101,Metro $40,40,0,1,0,0,0.0,299.0,16,1,41-60,1,43.6,1,18.0,340
2025-11-02,Store A,Jasmine,T_00165,101,Metro $40,40,0,1,0,0,0.0,499.0,20,1,26-40,1,40.8,0,0.0,340
2025-11-02,Store A,Jasmine,T_00166,101,Metro $40,40,0,1,1,0,0.0,499.0,12,1,26-40,1,117.79,0,0.0,340
2025-11-02,Store A,Carlos,T_00167,101,Metro $40,40,0,1,0,0,0.0,199.0,16,1,26-40,0,0.0,1,18.0,340
2025-11-02,Store A,Carlos,T_00168,101,Metro Unlimited,60,0,2,0,0,0.0,999.0,10,1,26-40,1,85.61,0,0.0,340
2025-11-02,Store A,Carlos,T_00169,101,Metro $40,40,0,2,0,0,0.0,199.0,17,1,26-40,1,47.5,0,0.0,340
2025-11-02,Store A,Carlos,T_00170,101,Magenta,75,1,1,0,0,0.0,199.0,18,1,18-25,1,40.96,0,0.0,340
2025-11-02,Store A,Carlos,T_00171,101,Metro Unlimited,60,0,1,0,0,0.0,999.0,14,1,26-40,1,62.14,0,0.0,340
2025-11-02,Store A,Carlos,T_00172,101,Metro $40,40,0,1,0,0,0.0,699.0,11,1,26-40,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00173,101,Magenta,75,1,1,0,0,0.0,999.0,19,1,60+,1,81.6,1,18.0,340
2025-11-02,Store A,Jasmine,T_00174,101,Metro $40,40,0,1,0,1,50.0,499.0,10,1,41-60,0,0.0,1,18.0,340
2025-11-02,Store A,Carlos,T_00175,101,Metro Unlimited,60,0,1,0,0,0.0,699.0,19,1,26-40,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00176,101,Metro Unlimited,60,0,1,0,0,0.0,999.0,19,1,60+,1,75.9,1,18.0,340
2025-11-02,Store A,Jasmine,T_00177,101,Magenta,75,1,2,0,0,0.0,499.0,17,1,41-60,1,39.48,0,0.0,340
2025-11-02,Store A,Carlos,T_00178,101,Magenta,75,1,1,0,0,0.0,999.0,14,1,18-25,1,82.81,0,0.0,340
2025-11-02,Store A,Carlos,T_00179,101,Metro Unlimited,60,0,2,0,1,50.0,99.0,16,1,18-25,0,0.0,0,0.0,340
2025-11-02,Store A,Jasmine,T_00180,101,Magenta,75,1,2,1,0,0.0,199.0,13,1,41-60,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00181,101,Metro $40,40,0,1,0,0,0.0,199.0,15,1,41-60,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00182,101,Metro $40,40,0,1,0,0,0.0,699.0,12,1,18-25,0,0.0,0,0.0,340
2025-11-02,Store A,Jasmine,T_00183,101,Metro Unlimited,60,0,1,1,0,0.0,99.0,13,1,26-40,0,0.0,1,18.0,340
2025-11-02,Store A,Jasmine,T_00184,101,Metro $40,40,0,2,1,0,0.0,699.0,11,1,18-25,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00185,101,Metro $40,40,0,1,1,0,0.0,999.0,13,1,26-40,1,83.86,0,0.0,340
2025-11-02,Store A,Jasmine,T_00186,101,Metro $40,40,0,1,0,0,0.0,199.0,19,1,18-25,0,0.0,1,18.0,340
2025-11-02,Store A,Jasmine,T_00187,101,Metro $40,40,0,2,0,0,0.0,99.0,12,1,18-25,0,0.0,1,18.0,340
2025-11-02,Store A,Jasmine,T_00188,101,Metro Unlimited,60,0,1,0,0,0.0,499.0,13,1,26-40,0,0.0,0,0.0,340
2025-11-02,Store A,Jasmine,T_00189,101,Metro $40,40,0,1,0,1,50.0,999.0,16,1,41-60,1,70.73,1,18.0,340
2025-11-02,Store A,Jasmine,T_00190,101,Metro Unlimited,60,0,1,0,0,0.0,699.0,10,1,26-40,1,31.14,1,18.0,340
2025-11-02,Store A,Jasmine,T_00191,101,Metro $40,40,0,1,0,0,0.0,699.0,13,1,18-25,0,0.0,1,18.0,340
2025-11-02,Store A,Carlos,T_00192,101,Metro Unlimited,60,0,1,0,0,0.0,499.0,15,1,26-40,1,87.58,0,0.0,340
2025-11-02,Store A,Carlos,T_00193,101,Metro Unlimited,60,0,1,0,0,0.0,199.0,11,1,18-25,0,0.0,0,0.0,340
2025-11-02,Store A,Jasmine,T_00194,101,Metro Unlimited,60,0,2,0,0,0.0,99.0,16,1,26-40,0,0.0,0,0.0,340
2025-11-02,Store A,Jasmine,T_00195,101,Metro $40,40,0,1,1,0,0.0,99.0,12,1,18-25,0,0.0,1,18.0,340
2025-11-02,Store A,Carlos,T_00196,101,Magenta MAX,90,1,1,0,0,0.0,299.0,16,1,41-60,0,0.0,0,0.0,340
2025-11-02,Store A,Carlos,T_00197,101,Metro $40,40,0,2,0,0,0.0,499.0,10,1,18-25,1,44.54,1,18.0,340
